The transaction for -5  & -8 could not be satisfied because the taxi was already occupied
The transaction for 16  & -9 could not be satisfied because the taxi was already occupied
The transaction for -24  & -18 could not be satisfied because the taxi was already occupied
The transaction for -20  & 28 could not be satisfied because the taxi was already occupied
The transaction for -9  & 22 could not be satisfied because the taxi was already occupied
The transaction for -8  & 18 could not be satisfied because the taxi was already occupied
The transaction for -3  & 1 could not be satisfied because the taxi was already occupied
The transaction for 17  & 28 could not be satisfied because the taxi was already occupied
The transaction for 24  & 4 could not be satisfied because the taxi was already occupied
The transaction for -13  & 13 could not be satisfied because the taxi was already occupied
The transaction for 15  & -19 could not be satisfied because the taxi was already occupied
The transaction for 20  & 0 could not be satisfied because the taxi was already occupied
The transaction for 29  & -27 could not be satisfied because the taxi was already occupied
The transaction for -28  & 1 could not be satisfied because the taxi was already occupied
The transaction for 27  & -13 could not be satisfied because the taxi was already occupied
The transaction for 2  & 31 could not be satisfied because the taxi was already occupied
The transaction for -10  & 20 could not be satisfied because the taxi was already occupied
The transaction for -20  & 18 could not be satisfied because the taxi was already occupied
The transaction for -2  & 2 could not be satisfied because the taxi was already occupied
The transaction for -4  & 4 could not be satisfied because the taxi was already occupied
The transaction for 30  & -15 could not be satisfied because the taxi was already occupied
The transaction for 6  & -27 could not be satisfied because the taxi was already occupied
The transaction for 12  & -20 could not be satisfied because the taxi was already occupied
The transaction for -3  & -15 could not be satisfied because the taxi was already occupied
The transaction for -26  & 3 could not be satisfied because the taxi was already occupied
The transaction for -10  & 16 could not be satisfied because the taxi was already occupied
The transaction for 31  & -1 could not be satisfied because the taxi was already occupied
The transaction for 6  & 10 could not be satisfied because the taxi was already occupied
The transaction for -6  & 23 could not be satisfied because the taxi was already occupied
The transaction for 0  & -20 could not be satisfied because the taxi was already occupied
1	274	18.35755975068582
1	282	18.35755975068582
1	336	18.35755975068582
1	282	18.35755975068582
1	274	18.35755975068582
1	336	18.35755975068582
1	133	18.35755975068582
1	98	18.35755975068582
1	336	18.35755975068582
1	282	18.35755975068582
1	341	18.35755975068582
1	133	18.35755975068582
1	122	18.35755975068582
1	399	18.35755975068582
1	98	18.35755975068582
1	133	18.35755975068582
1	344	18.35755975068582
1	282	18.35755975068582
1	71	18.35755975068582
1	274	18.35755975068582
1	162	18.35755975068582
1	136	18.35755975068582
1	174	18.35755975068582
1	344	18.35755975068582
1	133	18.35755975068582
1	71	18.35755975068582
1	341	18.35755975068582
1	336	18.35755975068582
1	162	18.35755975068582
1	282	18.35755975068582
1	251	18.35755975068582
1	132	18.35755975068582
1	28	18.35755975068582
1	391	18.35755975068582
1	174	18.35755975068582
1	127	18.35755975068582
1	71	18.35755975068582
1	387	18.35755975068582
1	341	18.35755975068582
1	202	18.35755975068582
1	320	18.35755975068582
1	336	18.35755975068582
1	336	18.35755975068582
1	227	18.35755975068582
1	127	18.35755975068582
1	16	18.35755975068582
1	86	18.35755975068582
1	16	18.35755975068582
1	98	18.35755975068582
1	387	18.35755975068582
1	59	18.35755975068582
1	274	18.35755975068582
1	304	18.35755975068582
1	122	18.35755975068582
1	133	18.35755975068582
1	177	18.35755975068582
1	98	18.35755975068582
1	133	18.35755975068582
1	328	18.35755975068582
1	327	18.35755975068582
2	180	20.518284528683193
2	274	42.42640687119285
2	267	32.14031735997639
2	164	23.769728648009426
2	287	14.142135623730951
2	387	15.0
2	287	14.142135623730951
2	362	33.24154027718932
2	267	32.14031735997639
2	111	22.02271554554524
2	391	32.64965543462902
2	284	38.28837943815329
2	311	4.0
2	141	22.02271554554524
2	251	47.20169488482379
2	267	32.14031735997639
2	391	32.64965543462902
2	73	34.17601498127012
2	263	24.73863375370596
2	124	28.792360097775937
2	287	14.142135623730951
3	372	46.06517122512408
3	242	32.984845004941285
3	61	42.720018726587654
3	343	47.042533945356304
3	11	59.464274989274024
3	174	36.61966684720111
3	124	16.1245154965971
3	25	37.33630940518894
3	375	46.010868281309364
3	180	13.601470508735444
3	328	5.385164807134504
3	370	13.92838827718412
3	38	40.01249804748511
3	174	36.61966684720111
3	174	36.61966684720111
3	124	16.1245154965971
3	54	59.53990258641679
3	92	30.675723300355934
3	128	13.0
3	242	32.984845004941285
3	128	13.0
3	254	58.83026432033091
3	102	22.360679774997898
3	320	39.11521443121589
3	327	57.38466694161429
3	254	58.83026432033091
3	162	30.083217912982647
3	370	13.92838827718412
3	92	30.675723300355934
3	222	12.649110640673518
3	73	32.31098884280702
3	102	22.360679774997898
4	330	13.601470508735444
4	50	43.04648650006177
4	84	22.561028345356956
4	291	47.38143096192854
4	11	38.63935817272331
4	133	37.8021163428716
4	244	37.48332962798263
4	328	24.515301344262525
4	133	37.8021163428716
4	380	38.897300677553446
4	98	20.615528128088304
4	274	15.0
4	263	54.20332093147061
4	227	40.311288741492746
4	98	20.615528128088304
4	164	44.94441010848846
4	162	52.92447448959697
4	50	43.04648650006177
4	133	37.8021163428716
4	68	54.378304497290095
4	311	36.0
4	399	13.92838827718412
4	276	61.40032573203501
4	206	39.01281840626232
4	128	5.0
4	287	48.79549159502341
4	59	3.1622776601683795
4	281	24.166091947189145
4	68	54.378304497290095
4	370	37.0
4	387	60.8276253029822
4	320	48.91829923454004
4	267	2.23606797749979
4	196	24.596747752497688
4	251	31.953090617340916
4	206	39.01281840626232
4	210	43.278170016764804
4	399	13.92838827718412
4	380	38.897300677553446
4	196	24.596747752497688
4	387	60.8276253029822
4	50	43.04648650006177
4	213	37.36308338453881
5	38	11.045361017187261
5	310	16.0
5	254	33.52610922848042
5	281	39.59797974644666
5	52	46.06517122512408
5	213	24.186773244895647
5	174	27.073972741361768
5	135	40.24922359499622
5	165	27.459060435491963
5	141	35.22782990761707
5	327	27.51363298439521
5	259	31.25699921617557
5	170	15.652475842498529
5	66	46.389654018972806
5	288	17.46424919657298
5	375	29.017236257093817
5	78	4.0
5	338	32.0624390837628
5	254	33.52610922848042
5	231	33.24154027718932
5	73	20.12461179749811
5	86	3.1622776601683795
5	78	4.0
